,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
337,5,-,324104,327000,2897,YER083C,,82226,82226,82526,81726,82226
139,5,+,327300,327602,303,YER084W,,407028,407028,407328,406528,407028
140,5,+,328400,330388,1989,YER086W,,410235,410235,410535,409735,410235
141,5,+,330513,332456,1944,YER087W,,412757,412757,413057,412257,412757
339,5,-,332247,332829,583,YER087C-B,,88164,88164,88464,87664,88164
340,5,-,333006,337581,4576,YER089C,,96160,96160,96460,95660,96160
144,5,+,335822,336181,360,YER088W-B,,483343,483043,483343,483343,483843
147,5,+,337859,339690,1832,YER090W,,488393,488393,488693,487893,488393
341,5,-,339611,342331,2721,YER091C-A,,98764,98764,99064,98264,98764
148,5,+,342834,343674,841,YER092W,,427595,427595,427895,427095,427595
342,5,-,343079,347596,4518,YER093C,,1075030,1075030,1075330,1074530,1075030
343,5,-,347776,349581,1806,YER094C,,1076036,1076036,1076336,1075536,1076036
150,5,+,349937,353533,3597,YER095W,,500968,500968,501268,500468,500968
152,5,+,354958,358118,3161,YER097W,,486385,486385,486685,485885,486385
345,5,-,357029,359233,2205,YER099C,,105474,105474,105774,104974,105474
153,5,+,359303,360420,1118,YER100W,,510488,510488,510788,509988,510488
346,5,-,360342,362114,1773,YER101C,,1922,1922,2222,1422,1922
155,5,+,362636,363256,621,YER102W,,495479,495479,495779,494979,495479
156,5,+,363625,366650,3026,YER102W,,497987,497987,498287,497487,497987
349,5,-,366538,371979,5442,YER105C,,213908,213908,214208,213408,213908
157,5,+,366799,368456,1658,YER104W,,449271,449271,449571,448771,449271
350,5,-,373272,377873,4602,YER109C,,355080,355080,355380,354580,355080
351,5,-,378520,382173,3654,YER110C,,356852,356852,357152,356352,356852
352,5,-,382411,386074,3664,YER111C,,365751,365751,366051,365251,365751
160,5,+,387169,387860,692,YER112W,,478164,478164,478464,477664,478164
353,5,-,387746,393944,6199,YER114C,,121317,121317,121617,120817,121317
354,5,-,394134,396205,2072,YER116C,,128219,128219,128519,127719,128219
163,5,+,396697,397894,1198,YER117W,,520646,520646,520946,520146,520646
355,5,-,397654,399180,1527,YER118C,,129195,129195,129495,128695,129195
356,5,-,399362,400774,1413,YER119C-A,,132579,132579,132879,132079,132579
164,5,+,399476,402071,2596,YER120W,,471873,471873,472173,471373,471873
357,5,-,401650,404370,2721,YER122C,,22535,22535,22835,22035,22535
165,5,+,402368,402811,444,YER121W,,474612,474612,474912,474112,474612
166,5,+,404643,406893,2251,YER123W,,466562,466562,466862,466062,466562
358,5,-,406922,409342,2421,YER124C,,144067,144067,144367,143567,144067
167,5,+,409686,412994,3309,YER125W,,527322,527322,527622,526822,527322
359,5,-,412916,414192,1277,YER126C,,111581,111581,111881,111081,111581
169,5,+,414288,415710,1423,YER127W,,534939,534939,535239,534439,534939
170,5,+,415844,421006,5163,YER128W,,559704,559704,560004,559204,559704
361,5,-,420876,422522,1647,YER130C,,153141,153141,153441,152641,153141
173,5,+,423562,424526,965,YER131W,,544607,544607,544907,544107,544607
363,5,-,423936,431272,7337,YER132C,,157561,157561,157861,157061,157561
176,5,+,432402,434421,2020,YER133W,,511654,511654,511954,511154,511654
368,5,-,436288,437859,1572,YER135C,,170808,170808,171108,170308,170808
180,5,+,439499,441280,1782,YER136W,,522940,522940,523240,522440,522940
369,5,-,441177,441849,673,YER137C,,47564,47564,47864,47064,47564
181,5,+,441829,443025,1197,YER137W-A,,525121,525121,525421,524621,525121
182,5,+,449504,450816,1313,YER138W-A,,537419,537419,537719,536919,537419
372,5,-,449704,451314,1611,YER139C,,184645,184645,184945,184145,184645
183,5,+,451524,455276,3753,YER140W,,544961,544961,545261,544461,544961
373,5,-,454932,456034,1103,YER142C,,187777,187777,188077,187277,187777
184,5,+,456283,457777,1495,YER143W,,572297,572297,572597,571797,572297
376,5,-,457128,460153,3026,YER144C,,199179,199179,199479,198679,199179
377,5,-,460293,461783,1491,YER145C,,202517,202517,202817,202017,202517
186,5,+,461210,464127,2918,YER146W,,550533,550533,550833,550033,550533
380,5,-,462853,464839,1987,YER147C,,302670,302670,302970,302170,302670
187,5,+,465103,466318,1216,YER148W,,559974,559974,560274,559474,559974
381,5,-,465141,465330,190,YER147C-A,,79719,79719,80019,79219,79719
382,5,-,466114,467498,1385,YER149C,,214078,214078,214378,213578,214078
188,5,+,467781,468946,1166,YER150W,,610409,610409,610709,609909,610409
384,5,-,469561,475555,5995,YER153C,,471104,471104,471404,470604,471104
190,5,+,474295,476476,2182,YER154W,,573090,573090,573390,572590,573090
386,5,-,476152,483037,6886,YER155C,,86719,86719,87019,86219,86719
387,5,-,483175,484313,1139,YER156C,,222818,222818,223118,222318,222818
192,5,+,484546,487249,2704,YER157W,,575900,575900,576200,575400,575900
389,5,-,488704,490796,2093,YER158C,,227400,227400,227700,226900,227400
196,5,+,489828,492261,2434,YER158W-A,,592847,592847,593147,592347,592847
390,5,-,491342,492343,1002,YER159C,,96356,96356,96656,95856,96356
393,5,-,499001,500324,1324,YER161C,,237901,237901,238201,237401,237901
394,5,-,500517,503743,3227,YER163C,,238305,238305,238605,237805,238305
200,5,+,503925,509977,6053,YER164W,,610328,610328,610628,609828,610328
201,5,+,510220,512316,2097,YER165W,,647380,647380,647680,646880,647380
202,5,+,512496,520893,8398,YER166W,,615381,615381,615681,614881,615381
397,5,-,520824,522644,1821,YER168C,,251711,251711,252011,251211,251711
203,5,+,523123,529715,6593,YER169W,,611973,611673,611973,611973,612473
401,5,-,529367,536014,6648,YER172C,,264321,264321,264621,263821,264321
205,5,+,536320,538417,2098,YER173W,,622970,622970,623270,622470,622970
402,5,-,538304,541372,3069,YER175C,,267888,267888,268188,267388,267888
206,5,+,539573,545150,5578,YER175W-A,,627890,627890,628190,627390,627890
207,5,+,545275,546616,1342,YER177W,,631469,631469,631769,630969,631469
208,5,+,546781,548281,1501,YER178W,,634094,634094,634394,633594,634094
209,5,+,548777,549516,740,YER179W,,639242,639242,639542,638742,639242
410,5,-,549644,551271,1628,YER180C-A,,292413,292413,292713,291913,292413
411,5,-,551409,552247,839,YER181C,,297147,297147,297447,296647,297147
210,5,+,552491,553339,849,YER182W,,641759,641759,642059,641259,641759
412,5,-,553224,553913,690,YER183C,,301366,301366,301666,300866,301366
413,5,-,554777,558987,4211,YER184C,,193545,193545,193845,193045,193545
213,5,+,558877,560383,1507,YER185W,,647288,647288,647588,646788,647288
414,5,-,560294,562741,2448,YER186C,,194752,194752,195052,194252,194752
215,5,+,565586,566899,1314,YER187W,,656786,656486,656786,656786,657286
216,5,+,567111,568979,1869,YER188W,,664936,664936,665236,664436,664936
217,5,+,571552,571688,137,YER189W,,666675,666675,666975,666175,666675
0,6,+,6555,6785,231,YFL062W,,8689,8389,8689,8689,9189
1,6,+,11999,12152,154,YFL059W,,22095,21795,22095,22095,22595
109,6,-,13958,16548,2591,YFL056C,,324528,324528,324828,324028,324528
2,6,+,15913,19603,3691,YFL055W,,25990,25690,25990,25990,26490
111,6,-,20721,27860,7140,YFL054C,,348474,348474,348774,347974,348474
6,6,+,28265,32823,4559,YFL052W,,38154,37854,38154,38154,38654
113,6,-,28898,30821,1924,YFL051C,,383922,383922,384222,383422,383922
114,6,-,32960,36541,3582,YFL050C,,355668,355668,355968,355168,355668
7,6,+,36803,38895,2093,YFL049W,,40815,40515,40815,40815,41315
115,6,-,38680,40140,1461,YFL048C,,360191,360191,360491,359691,360191
8,6,+,40436,42635,2200,YFL047W,,31896,31596,31896,31896,32396
9,6,+,42828,43599,772,YFL046W,,46766,46466,46766,46766,47266
116,6,-,43361,47717,4357,YFL042C,,364945,364945,365245,364445,364945
11,6,+,47922,48928,1007,YFL041W-A,,28767,28467,28767,28767,29267
12,6,+,49132,51146,2015,YFL041W,,48296,47996,48296,48296,48796
117,6,-,51289,54827,3539,YFL039C,,366909,366909,367209,366409,366909
118,6,-,55092,56001,910,YFL038C,,342909,342909,343209,342409,342909
17,6,+,56266,57917,1652,YFL037W,,69274,68974,69274,69274,69774
18,6,+,58576,62954,4379,YFL036W,,75136,74836,75136,75136,75636
119,6,-,62816,63938,1123,YFL034C-B,,345103,345103,345403,344603,345103
120,6,-,64095,64921,827,YFL034C-A,,370905,370905,371205,370405,370905
21,6,+,65339,68792,3454,YFL034W,,86179,85879,86179,86179,86679
121,6,-,68848,74580,5733,YFL033C,,373605,373605,373905,373105,373605
27,6,+,75102,76601,1500,YFL032W,,99007,98707,99007,99007,99507
28,6,+,76752,78047,1296,YFL030W,,103064,102764,103064,103064,103564
124,6,-,77955,80175,2221,YFL028C,,393999,393999,394299,393499,393999
125,6,-,80305,82062,1758,YFL027C,,404958,404958,405258,404458,404958
31,6,+,82456,84218,1763,YFL026W,,115256,114956,115256,115256,115756
126,6,-,83871,87251,3381,YFL025C,,361297,361297,361597,360797,361297
127,6,-,87416,90584,3169,YFL024C,,410281,410281,410581,409781,410281
34,6,+,90991,93473,2483,YFL023W,,118267,117967,118267,118267,118767
128,6,-,93306,95058,1753,YFL022C,,412212,412212,412512,411712,412212
129,6,-,95471,95816,346,YFL021C-A,,415747,415747,416047,415247,415747
35,6,+,95641,98482,2842,YFL021W,,121497,121197,121497,121497,121997
130,6,-,96626,96781,156,YFL021C-A,,418354,418354,418654,417854,418354
132,6,-,99166,99298,133,YFL020C,,425753,425753,426053,425253,425753
133,6,-,99501,100258,758,YFL019C,,427909,427909,428209,427409,427909
134,6,-,101492,103457,1966,YFL018C,,429821,429821,430121,429321,429821
40,6,+,103633,103993,361,YFL017W-A,,135753,135453,135753,135753,136253
135,6,-,103704,104436,733,YFL017C,,432497,432497,432797,431997,432497
136,6,-,104576,106248,1673,YFL016C,,416989,416989,417289,416489,416989
42,6,+,106898,107736,839,YFL014W,,138642,138342,138642,138642,139142
138,6,-,107674,109897,2224,YFL013C,,444536,444536,444836,444036,444536
43,6,+,110233,110586,354,YFL012W-A,,109147,108847,109147,109147,109647
44,6,+,110789,111013,225,YFL012W,,143429,143129,143429,143429,143929
45,6,+,111575,112314,740,YFL011W,,150600,150300,150600,150600,151100
140,6,-,114776,115765,990,YFL010C,,410235,410235,410535,409735,410235
46,6,+,114824,115113,290,YFL010W-A,,153455,153155,153455,153455,153955
47,6,+,115955,117494,1540,YFL009W,,157838,157538,157838,157838,158338
48,6,+,117671,118565,895,YFL009W,,159842,159542,159842,159842,160342
49,6,+,119217,123214,3998,YFL008W,,141666,141366,141666,141666,142166
50,6,+,123377,129968,6592,YFL007W,,163937,163637,163937,163937,164437
51,6,+,130155,131181,1027,YFL005W,,166095,165795,166095,166095,166595
52,6,+,131563,134554,2992,YFL004W,,147334,147034,147334,147334,147834
145,6,-,134358,135786,1429,YFL003C,,464316,464316,464616,463816,464316
146,6,-,136482,137914,1433,YFL003C,,467167,467167,467467,466667,467167
147,6,-,144943,147104,2162,YFL002C,,488393,488393,488693,487893,488393
55,6,+,147118,148479,1362,YFL001W,,176187,175887,176187,176187,176687
56,6,+,149046,149858,813,YFR001W,,165645,165345,165645,165645,166145
57,6,+,150013,152626,2614,YFR002W,,168400,168100,168400,168400,168900
148,6,-,152426,153165,740,YFR003C,,427595,427595,427895,427095,427595
59,6,+,153317,154391,1075,YFR004W,,181655,181355,181655,181655,182155
149,6,-,154262,155852,1591,YFR005C,,479229,479229,479529,478729,479229
60,6,+,156121,157852,1732,YFR006W,,189052,188752,189052,189052,189552
61,6,+,159268,161651,2384,YFR007W,,191399,191099,191399,191399,191899
62,6,+,162340,166648,4309,YFR009W,,195442,195142,195442,195442,195942
152,6,-,166522,167236,715,YFR011C,,486385,486385,486685,485885,486385
64,6,+,168036,169497,1462,YFR012W,,203252,202952,203252,203252,203752
65,6,+,169890,173160,3271,YFR013W,,205206,204906,205206,205206,205706
153,6,-,172223,173890,1668,YFR014C,,510488,510488,510788,509988,510488
154,6,-,174061,176595,2535,YFR015C,,493226,493226,493526,492726,493226
155,6,-,176822,180958,4137,YFR016C,,495479,495479,495779,494979,495479
156,6,-,182139,184221,2083,YFR018C,,497987,497987,498287,497487,497987
69,6,+,184534,191393,6860,YFR019W,,217128,216828,217128,217128,217628
70,6,+,191836,193844,2009,YFR020W,,218644,218344,218644,218644,219144
71,6,+,194741,199162,4422,YFR021W,,223107,222807,223107,223107,223607
72,6,+,200787,200987,201,YFR023W,,223178,222878,223178,223178,223678
73,6,+,201279,201702,424,YFR023W,,228221,227921,228221,228221,228721
161,6,-,201673,203408,1736,YFR024C-A,,459927,459927,460227,459427,459927
162,6,-,203587,204866,1280,YFR025C,,517333,517333,517633,516833,517333
163,6,-,205518,207167,1650,YFR026C,,520646,520646,520946,520146,520646
78,6,+,207412,208397,986,YFR027W,,234132,234132,234432,233632,234132
165,6,-,208326,210253,1928,YFR028C,,474612,474612,474912,474112,474612
80,6,+,210894,216455,5562,YFR029W,,246868,246568,246868,246868,247368
169,6,-,216447,221604,5158,YFR031C-A,,534939,534939,535239,534439,534939
170,6,-,222026,223720,1695,YFR032C-B,,559704,559704,560004,559204,559704
171,6,-,224128,225984,1857,YFR034C,,539152,539152,539452,538652,539152
86,6,+,225595,226632,1038,YFR034W-A,,254201,253901,254201,254201,254701
172,6,-,226144,226673,530,YFR035C,,502701,502701,503001,502201,502701
173,6,-,226827,229148,2322,YFR037C,,544607,544607,544907,544107,544607
87,6,+,226949,227446,498,YFR036W,,259400,259400,259700,258900,259400
89,6,+,229386,232061,2676,YFR038W,,267791,267491,267791,267791,268291
174,6,-,231778,233565,1788,YFR039C,,548504,548504,548804,548004,548504
90,6,+,233958,237293,3336,YFR040W,,271257,270957,271257,271257,271757
175,6,-,237188,238222,1035,YFR041C,,551993,551993,552293,551493,551993
91,6,+,238438,239301,864,YFR042W,,273260,272960,273260,273260,273760
176,6,-,239036,241677,2642,YFR044C,,511654,511654,511954,511154,511654
92,6,+,242023,243250,1228,YFR045W,,280402,280102,280402,280402,280902
177,6,-,242809,245143,2335,YFR047C,,554625,554625,554925,554125,554625
93,6,+,246081,248174,2094,YFR048W,,282026,282026,282326,281526,282026
94,6,+,248368,249022,655,YFR049W,,288727,288727,289027,288227,288727
179,6,-,248880,249874,995,YFR050C,,558238,558238,558538,557738,558238
180,6,-,250056,251789,1734,YFR051C,,522940,522940,523240,522440,522940
95,6,+,252094,253529,1436,YFR052W,,296399,296099,296399,296399,296899
182,6,-,253392,255182,1791,YFR053C,,537419,537419,537719,536919,537419
101,6,+,263475,265747,2273,YFR055W,,307888,307888,308188,307388,307888
0,7,+,8783,9399,617,YGL259W,,8689,8389,8689,8689,9189
375,7,-,12256,14623,2368,YGL257C,,68932,68932,69232,68432,68932
7,7,+,14394,16504,2111,YGL256W,,40815,40515,40815,40815,41315
9,7,+,18942,25597,6656,YGL255W,,46766,46466,46766,46766,47266
384,7,-,25502,30390,4889,YGL251C,,471104,471104,471404,470604,471104
12,7,+,31910,32852,943,YGL250W,,48296,47996,48296,48296,48796
13,7,+,34099,37668,3570,YGL249W,,39977,39677,39977,39977,40477
387,7,-,36984,38762,1779,YGL246C,,222818,222818,223118,222318,222818
14,7,+,38995,44680,5686,YGL245W,,62657,62357,62657,62657,63157
389,7,-,44415,45189,775,YGL242C,,227400,227400,227700,226900,227400
15,7,+,45417,52682,7266,YGL241W,,43678,43378,43678,43678,44178
391,7,-,52398,53546,1149,YGL237C,,230817,230817,231117,230317,230817
392,7,-,53688,56192,2505,YGL236C,,237084,237084,237384,236584,237084
16,7,+,55868,63062,7195,YGL235W,,67550,67250,67550,67550,68050
393,7,-,62834,67109,4276,YGL229C,,237901,237901,238201,237401,237901
18,7,+,67450,69460,2011,YGL228W,,75136,74836,75136,75136,75636
19,7,+,69630,72725,3096,YGL227W,,53073,52773,53073,53073,53573
394,7,-,72166,73098,933,YGL226C-A,,238305,238305,238605,237805,238305
20,7,+,73347,73771,425,YGL226W,,55476,55176,55476,55476,55976
21,7,+,74500,79021,4522,YGL225W,,86179,85879,86179,86179,86679
396,7,-,77888,82247,4360,YGL221C,,246198,246198,246498,245698,246198
25,7,+,82446,82928,483,YGL220W,,72520,72220,72520,72520,73020
397,7,-,82708,84229,1522,YGL219C,,251711,251711,252011,251211,251711
26,7,+,84642,87358,2717,YGL216W,,74122,73822,74122,74122,74622
27,7,+,87528,89870,2343,YGL215W,,99007,98707,99007,99007,99507
398,7,-,89829,91232,1404,YGL213C,,254431,254431,254731,253931,254431
28,7,+,91439,94638,3200,YGL212W,,103064,102764,103064,103064,103564
29,7,+,95210,102387,7178,YGL209W,,105025,104725,105025,105025,105525
405,7,-,101935,107560,5626,YGL206C,,279933,279933,280233,279433,279933
30,7,+,110125,110559,435,YGL205W,,108557,108257,108557,108557,109057
408,7,-,111170,112035,866,YGL204C,,286303,286303,286603,285803,286303
409,7,-,112205,114697,2493,YGL203C,,289225,289225,289525,288725,289225
32,7,+,115530,117815,2286,YGL202W,,115898,115598,115898,115898,116398
411,7,-,117493,120898,3406,YGL201C,,297147,297147,297447,296647,297147
412,7,-,122448,123322,875,YGL200C,,301366,301366,301666,300866,301366
37,7,+,123605,131333,7729,YGL198W,,131707,131407,131707,131707,132207
414,7,-,123744,124164,421,YGL199C,,194752,194752,195052,194252,194752
38,7,+,131503,139640,8138,YGL195W,,130009,129709,130009,130009,130509
417,7,-,139367,144434,5068,YGL193C,,308222,308222,308522,307722,308222
40,7,+,142062,144078,2017,YGL192W,,135753,135453,135753,135753,136253
41,7,+,144435,145449,1015,YGL191W,,136365,136065,136365,136365,136865
418,7,-,145319,147907,2589,YGL190C,,309594,309594,309894,309094,309594
419,7,-,148033,148914,882,YGL188C-A,,318929,318929,319229,318429,318929
420,7,-,149365,150711,1347,YGL187C,,320727,320727,321027,320227,320727
421,7,-,150851,154252,3402,YGL185C,,326174,326174,326474,325674,326174
422,7,-,154487,156235,1749,YGL184C,,328831,328831,329131,328331,328831
423,7,-,156360,157208,849,YGL182C,,335673,335673,335973,335173,335673
424,7,-,157335,157493,159,YGL182C,,337091,337091,337391,336591,337091
45,7,+,157882,159205,1324,YGL181W,,150600,150300,150600,150600,151100
46,7,+,159543,163051,3509,YGL180W,,153455,153155,153455,153455,153955
427,7,-,163316,165986,2671,YGL179C,,576074,576074,576374,575574,576074
47,7,+,166386,171184,4799,YGL178W,,157838,157538,157838,157838,158338
429,7,-,171213,174291,3079,YGL175C,,249563,249563,249863,249063,249563
50,7,+,174200,175620,1421,YGL174W,,163937,163637,163937,163937,164437
430,7,-,174961,180430,5470,YGL173C,,420035,420035,420335,419535,420035
51,7,+,180669,182205,1537,YGL172W,,166095,165795,166095,166095,166595
52,7,+,182360,185048,2689,YGL171W,,147334,147034,147334,147334,147834
432,7,-,184064,184912,849,YGL170C,,355368,355368,355668,354868,355368
53,7,+,186017,187563,1547,YGL169W,,173089,172789,173089,173089,173589
434,7,-,187385,190840,3456,YGL167C,,364760,364760,365060,364260,364760
54,7,+,191159,191945,787,YGL166W,,174561,174261,174561,174561,175061
435,7,-,191832,193269,1438,YGL164C,,366748,366748,367048,366248,366748
436,7,-,193462,197848,4387,YGL163C,,370652,370652,370952,370152,370652
56,7,+,197855,199198,1344,YGL162W,,165645,165345,165645,165645,166145
437,7,-,199030,200186,1157,YGL161C,,267841,267841,268141,267341,267841
57,7,+,200464,202443,1980,YGL160W,,168400,168100,168400,168400,168900
58,7,+,202738,205294,2557,YGL159W,,170773,170473,170773,170773,171273
60,7,+,206902,208666,1765,YGL158W,,189052,188752,189052,189052,189552
61,7,+,208932,210142,1211,YGL157W,,191399,191099,191399,191399,191899
62,7,+,210360,213801,3442,YGL156W,,195442,195142,195442,195442,195942
63,7,+,213962,215615,1654,YGL155W,,198189,197889,198189,198189,198689
439,7,-,215115,216237,1123,YGL154C,,378437,378437,378737,377937,378437
64,7,+,216239,217353,1115,YGL153W,,203252,202952,203252,203252,203752
65,7,+,217511,221022,3512,YGL151W,,205206,204906,205206,205206,205706
441,7,-,220798,226425,5628,YGL150C,,386445,386445,386745,385945,386445
69,7,+,226326,227705,1380,YGL148W,,217128,216828,217128,217128,217628
442,7,-,227544,229661,2118,YGL146C,,292091,292091,292391,291591,292091
72,7,+,230207,232464,2258,YGL145W,,223178,222878,223178,223178,223678
443,7,-,232335,238104,5770,YGL142C,,398107,398107,398407,397607,398107
74,7,+,238334,241180,2847,YGL141W,,231142,230842,231142,231142,231642
444,7,-,241011,245148,4138,YGL140C,,404162,404162,404462,403662,404162
